year_th,name_n,province_n_th,product_amt,product_ratio,harvested_area,product_per_harvested_area,
2562,ข้าวนาปรัง,แพร่,22457,0.0031,36435,616.36,
2562,ข้าวนาปรัง,พิษณุโลก,497596,0.0694,763706,651.55,
2562,ข้าวโพดเลี้ยงสัตว์,พิษณุโลก,145810,0.0327,197419,738.58,
2562,ข้าวโพดเลี้ยงสัตว์,พิษณุโลก,209044,0.0411,272847,766.16,
2562,ข้าวโพดเลี้ยงสัตว์,สระบุรี,143094,0.0321,177366,806.77,
2562,ข้าวโพดเลี้ยงสัตว์,พิษณุโลก,63234,0.1001,75428,838.34,
2562,ข้าวนาปรัง,สมุทรสงคราม,1079,2.0E-4,1569,687.7,
2562,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,1086,2.0E-4,1719,631.76,
2562,ข้าวนาปรัง,ราชบุรี,125523,0.0175,174001,721.39,
2562,ข้าวโพดเลี้ยงสัตว์,เลย,24670,0.0391,32747,753.35,
2562,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,1086,2.0E-4,1719,631.76,
2562,ข้าวโพดเลี้ยงสัตว์,เลย,345580,0.0679,484694,712.99,
2562,ข้าวโพดเลี้ยงสัตว์,เลย,320910,0.0719,451947,710.06,
2562,ข้าวนาปรัง,นครปฐม,192190,0.0268,254471,755.25,
2562,ข้าวนาปรัง,ตาก,8940,0.0012,15927,561.31,
2562,ข้าวโพดเลี้ยงสัตว์,หนองคาย,1034,2.0E-4,2286,452.32,
2562,ข้าวนาปรัง,นครราชสีมา,81374,0.0113,130416,623.96,
2562,ข้าวนาปรัง,หนองคาย,43630,0.0061,82382,529.61,
2562,ข้าวโพดเลี้ยงสัตว์,หนองคาย,1034,0.0016,2286,452.32,
2562,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,542646,0.1217,693535,782.43,
2562,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,6442,0.0102,13765,468,
2562,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,549088,0.1078,707300,776.32,
2562,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,35113,0.0079,45324,774.71,
2562,ข้าวโพดเลี้ยงสัตว์,สุโขทัย,35141,0.0079,50747,692.47,
2562,ข้าวโพดเลี้ยงสัตว์,สระบุรี,145693,0.0286,180264,808.22,
2562,ข้าวโพดเลี้ยงสัตว์,สระบุรี,2599,0.0041,2898,896.83,
2562,ข้าวนาปรัง,สระบุรี,128755,0.018,195715,657.87,
2562,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,36400,0.0071,46947,775.34,
2562,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,1287,0.002,1623,792.98,
2562,ข้าวนาปรัง,สุพรรณบุรี,599010,0.0835,830766,721.03,
2562,ข้าวโพดเลี้ยงสัตว์,สุโขทัย,47390,0.0093,66960,707.74,
2562,ข้าวนาปรัง,สุโขทัย,265615,0.037,439516,604.34,
2562,ข้าวโพดเลี้ยงสัตว์,สุโขทัย,12249,0.0194,16213,755.5,
2562,ข้าวนาปรัง,เลย,167,0,387,431.52,
2561,ลองกอง,สุโขทัย,2246,0.03,3542,634.11,
2561,กาแฟ,อุดรธานี,8,3.0E-4,186,43.01,
2561,กาแฟ,พิษณุโลก,7,3.0E-4,321,21.81,
2561,กาแฟ,นครราชสีมา,46,0.0019,769,59.82,
2561,ลองกอง,ตรัง,1581,0.0211,4215,375.09,
2561,กาแฟ,ตาก,244,0.0103,3214,75.92,
2561,ลองกอง,นราธิวาส,1058,0.0141,51277,20.63,
2561,กาแฟ,เลย,39,0.0017,547,71.3,
2561,กาแฟ,แพร่,138,0.0058,1313,105.1,
2561,ลองกอง,แพร่,761,0.0102,1509,504.31,
2560,ลองกอง,สุโขทัย,1887,0.0393,3547,532,
2560,กาแฟ,แพร่,127,0.0049,1244,102.09,
2560,ลองกอง,แพร่,593,0.0123,1420,417.61,
2560,กาแฟ,ตาก,222,0.0086,3268,67.93,
2560,กาแฟ,พิษณุโลก,6,2.0E-4,313,19.17,
2560,กาแฟ,นครราชสีมา,50,0.0019,657,76.1,
2560,ลองกอง,นราธิวาส,64,0.0013,56888,1.13,
2560,กาแฟ,เลย,13,5.0E-4,212,61.32,
2560,ลองกอง,ตรัง,297,0.0062,4190,70.88,
2559,กาแฟ,เลย,14,5.0E-4,182,76.92,
2559,ลองกอง,แพร่,593,0.0046,1661,357.01,
2559,กาแฟ,แพร่,112,0.0037,1074,104.28,
2559,กาแฟ,พิษณุโลก,7,2.0E-4,338,20.71,
2559,ลองกอง,ตรัง,1468,0.0114,4148,353.91,
2559,กาแฟ,ตาก,164,0.0054,2246,73.02,
2559,กาแฟ,นครราชสีมา,48,0.0016,503,95.43,
2559,ลองกอง,นราธิวาส,7432,0.0577,59600,124.7,
2559,ลองกอง,สุโขทัย,1985,0.0154,3399,584,
2558,ลองกอง,แพร่,654,0.0047,1564,418.16,
2558,กาแฟ,แพร่,113,0.0043,1034,109.28,
2558,กาแฟ,นครราชสีมา,41,0.0016,456,89.91,
2558,ลองกอง,สุโขทัย,1732,0.0125,3060,566.01,
2558,กาแฟ,พิษณุโลก,10,4.0E-4,275,36.36,
2558,ลองกอง,นราธิวาส,5466,0.0395,59619,91.68,
2558,กาแฟ,เลย,12,5.0E-4,168,71.43,
2558,ลองกอง,ตรัง,1845,0.0133,4372,422,
2558,กาแฟ,ตาก,184,0.0071,1955,94.12,
2557,ลองกอง,นราธิวาส,14014,0.0787,60386,232.07,
2557,กาแฟ,พิษณุโลก,4,1.0E-4,110,36.36,
2557,กาแฟ,นครราชสีมา,42,0.0011,435,96.55,
2557,ลองกอง,ตรัง,3074,0.0173,4849,633.95,
2557,กาแฟ,แพร่,115,0.003,986,116.63,
2557,กาแฟ,ตาก,205,0.0054,2071,98.99,
2557,ลองกอง,สุโขทัย,1800,0.0101,2937,612.87,
2557,กาแฟ,เลย,6,2.0E-4,120,50,
2557,ลองกอง,แพร่,641,0.0036,1476,434.28,
2562,ลองกอง,ตรัง,1974,0.0182,4357,453.06,
2562,กาแฟ,ตาก,261,0.0089,3142,83.07,
2562,กาแฟ,อุดรธานี,16,5.0E-4,351,45.58,
2562,ลองกอง,แพร่,966,0.0089,1759,549.18,
2562,กาแฟ,พิษณุโลก,9,3.0E-4,361,24.93,
2562,กาแฟ,แพร่,146,0.005,1329,109.86,
2562,กาแฟ,เลย,44,0.0015,594,74.07,
2562,ลองกอง,นราธิวาส,12604,0.116,42725,295,
2562,กาแฟ,นครราชสีมา,56,0.0019,825,67.88,
2562,ลองกอง,สุโขทัย,2463,0.0227,3533,697.14,
2561,ทุเรียน,อุบลราชธานี,182,2.0E-4,241,755.19,
2561,ทุเรียน,สุโขทัย,4311,0.0057,5289,815.09,
2561,ทุเรียน,พิษณุโลก,326,4.0E-4,848,384.43,
2561,ทุเรียน,นครราชสีมา,118,2.0E-4,282,418.44,
2561,ทุเรียน,ตรัง,970,0.0013,1876,517.06,
2561,ทุเรียน,นราธิวาส,15947,0.0212,28380,561.91,
2561,ทุเรียน,แพร่,241,3.0E-4,523,460.8,
2560,ทุเรียน,อุบลราชธานี,128,2.0E-4,220,581.82,
2560,ทุเรียน,สุโขทัย,2784,0.0042,5286,526.67,
2560,ทุเรียน,แพร่,172,3.0E-4,494,348.18,
2560,ทุเรียน,นราธิวาส,148,2.0E-4,28584,5.18,
2560,ทุเรียน,พิษณุโลก,327,5.0E-4,656,498.48,
2560,ทุเรียน,นครราชสีมา,128,2.0E-4,287,445.99,
2560,ทุเรียน,ตรัง,440,7.0E-4,1855,237.2,
2559,ทุเรียน,แพร่,49,1.0E-4,395,124.05,
2559,ทุเรียน,สุโขทัย,138,3.0E-4,5056,27.29,
2559,ทุเรียน,พิษณุโลก,251,5.0E-4,646,388.54,
2559,ทุเรียน,ตรัง,471,9.0E-4,1831,257.24,
2559,ทุเรียน,นครราชสีมา,34,1.0E-4,87,390.8,
2559,ทุเรียน,นราธิวาส,6940,0.0135,28462,243.83,
2558,อ้อยโรงงาน,แพร่,26480,3.0E-4,2305,11488.07,
2558,อ้อยโรงงาน,หนองคาย,42622,4.0E-4,3646,11690.07,
2558,อ้อยโรงงาน,หนองคาย,46250,4.0E-4,3945,11723.7,
2558,ทุเรียน,นครราชสีมา,39,1.0E-4,72,541.67,
2558,อ้อยโรงงาน,นครราชสีมา,7362783,0.071,665534,11062.97,
2558,อ้อยโรงงาน,แพร่,30887,3.0E-4,2676,11542.23,
2558,อ้อยโรงงาน,นครปฐม,1001842,0.0093,75410,13285.27,
2558,อ้อยโรงงาน,นครปฐม,954653,0.0092,71993,13260.36,
2558,อ้อยโรงงาน,สระบุรี,1881305,0.0175,150026,12539.86,
2558,อ้อยโรงงาน,สุพรรณบุรี,7258834,0.07,490662,14793.96,
2558,อ้อยโรงงาน,สระบุรี,1832141,0.0177,146211,12530.8,
2558,ทุเรียน,สุโขทัย,6982,0.0116,5066,1378.21,
2558,อ้อยโรงงาน,สุโขทัย,2445964,0.0236,197598,12378.49,
2558,อ้อยโรงงาน,สุโขทัย,2565931,0.0238,206854,12404.55,
2558,อ้อยโรงงาน,นครราชสีมา,7485645,0.0695,676683,11062.26,
2558,อ้อยโรงงาน,พิษณุโลก,1590684,0.0153,130600,12179.82,
2558,อ้อยโรงงาน,สุพรรณบุรี,7491413,0.0696,506033,14804.2,
2558,ทุเรียน,พิษณุโลก,373,6.0E-4,631,591.13,
2558,อ้อยโรงงาน,พิษณุโลก,1681831,0.0156,137614,12221.37,
2558,ทุเรียน,นราธิวาส,7924,0.0132,28655,276.53,
2558,อ้อยโรงงาน,ราชบุรี,2304225,0.0222,205261,11225.83,
2558,อ้อยโรงงาน,ราชบุรี,2393430,0.0222,212773,11248.75,
2558,อ้อยโรงงาน,อุบลราชธานี,135836,0.0013,11459,11854.09,
2558,อ้อยโรงงาน,เลย,1817735,0.0169,157814,11518.21,
2558,อ้อยโรงงาน,อุบลราชธานี,138066,0.0013,11644,11857.27,
2558,อ้อยโรงงาน,เลย,1733592,0.0167,150837,11493.15,
2558,อ้อยโรงงาน,ขอนแก่น,7455854,0.0719,585694,12729.95,
2558,อ้อยโรงงาน,ขอนแก่น,7682513,0.0714,602408,12753.01,
2558,อ้อยโรงงาน,กำแพงเพชร,6393830,0.0594,464061,13777.99,
2558,อ้อยโรงงาน,กำแพงเพชร,6231226,0.0601,452833,13760.54,
2558,ทุเรียน,ตรัง,577,0.001,1953,295.44,
2558,ทุเรียน,แพร่,240,4.0E-4,354,677.97,
2558,อ้อยโรงงาน,อุดรธานี,5765416,0.0556,521539,11054.62,
2558,อ้อยโรงงาน,อุดรธานี,6236379,0.0579,561806,11100.59,
2558,อ้อยโรงงาน,ตาก,104954,0.001,10380,10111.18,
2558,อ้อยโรงงาน,ตาก,99362,0.001,9857,10080.35,
2557,อ้อยโรงงาน,แพร่,26480,3.0E-4,2305,11488.07,
2557,ทุเรียน,พิษณุโลก,192,3.0E-4,295,650.85,
2557,อ้อยโรงงาน,สระบุรี,1832141,0.0177,146211,12530.8,
2557,อ้อยโรงงาน,พิษณุโลก,1590684,0.0153,130600,12179.82,
2557,ทุเรียน,นราธิวาส,8886,0.0141,27991,317.46,
2557,อ้อยโรงงาน,พิษณุโลก,1769850,0.0159,144443,12252.93,
2557,อ้อยโรงงาน,นครราชสีมา,7362783,0.071,665534,11062.97,
2557,ทุเรียน,นครราชสีมา,40,1.0E-4,68,588.24,
2557,อ้อยโรงงาน,หนองคาย,42622,4.0E-4,3646,11690.07,
2557,อ้อยโรงงาน,อุดรธานี,5765416,0.0556,521539,11054.62,
2557,ทุเรียน,ตรัง,1150,0.0018,2208,520.83,
2557,อ้อยโรงงาน,อุดรธานี,6687924,0.06,601225,11123.83,
2557,อ้อยโรงงาน,นครราชสีมา,7603530,0.0682,687544,11058.97,
2557,อ้อยโรงงาน,เลย,1899427,0.017,164657,11535.66,
2557,อ้อยโรงงาน,ตาก,110227,0.001,10879,10132.09,
2557,ทุเรียน,สุโขทัย,5701,0.009,6970,817.93,
2557,อ้อยโรงงาน,สุโขทัย,2682215,0.0241,215921,12422.21,
2557,อ้อยโรงงาน,อุบลราชธานี,140000,0.0013,11806,11858.38,
2557,อ้อยโรงงาน,สุโขทัย,2445964,0.0236,197598,12378.49,
2557,อ้อยโรงงาน,นครปฐม,1049419,0.0094,78906,13299.61,
2557,ทุเรียน,แพร่,301,5.0E-4,435,691.95,
2557,อ้อยโรงงาน,เลย,1733592,0.0167,150837,11493.15,
2557,อ้อยโรงงาน,แพร่,35110,3.0E-4,3038,11556.95,
2557,อ้อยโรงงาน,นครปฐม,954653,0.0092,71993,13260.36,
2557,อ้อยโรงงาน,อุบลราชธานี,135836,0.0013,11459,11854.09,
2557,อ้อยโรงงาน,หนองคาย,50568,5.0E-4,4304,11749.07,
2557,อ้อยโรงงาน,ราชบุรี,2304225,0.0222,205261,11225.83,
2557,อ้อยโรงงาน,สุพรรณบุรี,7258834,0.07,490662,14793.96,
2557,อ้อยโรงงาน,ตาก,99362,0.001,9857,10080.35,
2557,อ้อยโรงงาน,ขอนแก่น,7455854,0.0719,585694,12729.95,
2557,อ้อยโรงงาน,สุพรรณบุรี,7716707,0.0692,521119,14807.96,
2557,อ้อยโรงงาน,กำแพงเพชร,6549445,0.0587,474931,13790.31,
2557,อ้อยโรงงาน,กำแพงเพชร,6231226,0.0601,452833,13760.54,
2557,อ้อยโรงงาน,ราชบุรี,2478279,0.0222,220004,11264.7,
2557,อ้อยโรงงาน,สระบุรี,1928666,0.0173,153747,12544.41,
2557,อ้อยโรงงาน,ขอนแก่น,7905128,0.0709,619000,12770.8,
2562,ทุเรียน,อุบลราชธานี,185,2.0E-4,270,685.19,
2562,ทุเรียน,ตรัง,1198,0.0013,2080,575.96,
2562,ทุเรียน,แพร่,297,3.0E-4,673,441.31,
2562,ทุเรียน,พิษณุโลก,452,5.0E-4,864,523.15,
2562,ทุเรียน,นราธิวาส,16968,0.0177,25709,660,
2562,ทุเรียน,นครราชสีมา,188,2.0E-4,499,376.75,
2562,ทุเรียน,สุโขทัย,4766,0.005,6142,775.97,
2561,ยางพารา,สกลนคร,68351,0.0142,313536,218,
2561,ยางพารา,อำนาจเจริญ,15054,0.0031,72027,209,
2561,กระเทียม,นครพนม,38,5.0E-4,78,487.18,
2561,ลิ้นจี่,นครพนม,786,0.0161,1073,732.53,
2561,ยางพารา,นครพนม,61140,0.0127,287043,213,
2560,ยางพารา,สกลนคร,60688,0.0135,274792,220.85,
2560,ยางพารา,นครพนม,56159,0.0125,261543,214.72,
2560,กระเทียม,นครพนม,38,5.0E-4,78,487.18,
2560,ลิ้นจี่,นครพนม,351,0.0076,916,383.19,
2560,ยางพารา,อำนาจเจริญ,11278,0.0025,54433,207.19,
2559,ยางพารา,สกลนคร,54870,0.0126,249899,219.57,
2559,ยางพารา,อำนาจเจริญ,8672,0.002,46997,184.52,
2559,กระเทียม,นครพนม,11,2.0E-4,23,478.26,
2559,ยางพารา,นครพนม,50248,0.0116,243102,206.7,
2559,ลิ้นจี่,นครพนม,327,0.01,709,461.21,
2558,ยางพารา,นครพนม,47381,0.0107,235193,201.46,
2558,ลิ้นจี่,นครพนม,291,0.0052,687,423.58,
2558,กระเทียม,นครพนม,109,0.0015,146,746.58,
2558,ยางพารา,สกลนคร,52003,0.0118,241606,215.24,
2558,ยางพารา,อำนาจเจริญ,8166,0.0019,45978,177.61,
2557,ยางพารา,อำนาจเจริญ,5350,0.0012,36568,146.3,
2557,ยางพารา,สกลนคร,28400,0.0064,183912,154.42,
2557,กระเทียม,นครพนม,128,0.0018,169,757.4,
2557,ยางพารา,นครพนม,26656,0.006,171266,155.64,
2557,ลิ้นจี่,นครพนม,306,0.0047,662,462.24,
2562,ยางพารา,อำนาจเจริญ,15707,0.0031,73741,213,
2562,ยางพารา,สกลนคร,71535,0.0143,323689,221,
2562,ลิ้นจี่,นครพนม,764,0.0172,1151,663.77,
2562,ยางพารา,นครพนม,66275,0.0132,305413,217,
2562,กระเทียม,นครพนม,56,7.0E-4,90,622.22,
2561,ข้าวนาปี,สกลนคร,171072,0.0432,2170646,2168646,
2561,ข้าวนาปี,อำนาจเจริญ,69703,0.0176,1143388,1146791,
2561,ข้าวนาปี,นครพนม,104887,0.0265,1313596,1312190,
2560,ข้าวนาปี,สกลนคร,164492,0.041,1739941,2120796,
2560,ข้าวนาปี,นครพนม,107915,0.0269,1198306,1347667,
2560,ข้าวนาปี,อำนาจเจริญ,66839,0.0167,983316,1028555,
2559,ข้าวนาปี,สกลนคร,735173,0.0291,2054261,357.88,
2559,ข้าวนาปี,อำนาจเจริญ,313858,0.0124,913858,343.44,
2559,ข้าวนาปี,นครพนม,483695,0.0192,1311896,368.7,
2558,ข้าวนาปี,นครพนม,432991,0.0181,1235294,350.52,
2558,ข้าวนาปี,สกลนคร,589824,0.0247,1845686,319.57,
2558,ข้าวนาปี,อำนาจเจริญ,297736,0.0125,909664,327.3,
2557,ข้าวนาปี,สกลนคร,642320,0.0245,1985761,323.46,
2557,ข้าวนาปี,นครพนม,466620,0.0178,1275270,365.9,
2557,ข้าวนาปี,อำนาจเจริญ,308432,0.0117,893872,345.05,
2562,ข้าวนาปี,อำนาจเจริญ,332741,0.0129,942802,352.93,
2562,ข้าวนาปี,สกลนคร,671195,0.026,2017384,332.71,
2562,ข้าวนาปี,นครพนม,461162,0.0179,1296308,355.75,
2561,มันฝรั่ง,สกลนคร,3815,0.0311,1169,3263.47,
2561,มะพร้าว,สกลนคร,26,0,52,500,
2561,มันฝรั่ง,สกลนคร,3815,0.0353,1169,3263.47,
2561,มันฝรั่ง,นครพนม,790,0.0064,246,3211.38,
2561,มันฝรั่ง,นครพนม,790,0.0073,246,3211.38,
2560,มันฝรั่ง,สกลนคร,3709,0.0345,1158,3202.94,
2560,มันฝรั่ง,สกลนคร,3709,0.0397,1158,3202.94,
2560,มันฝรั่ง,นครพนม,716,0.0077,229,3126.64,
2560,มันฝรั่ง,นครพนม,716,0.0067,229,3126.64,
2559,มันฝรั่ง,สกลนคร,2235,0.0185,688,3248.55,
2559,มันฝรั่ง,สกลนคร,2235,0.0208,688,3248.55,
2559,มันฝรั่ง,นครพนม,426,0.004,133,3203.01,
2559,มันฝรั่ง,นครพนม,426,0.0035,133,3203.01,
2558,มันฝรั่ง,นครพนม,2846,0.0113,1060,2684.91,
2558,มันฝรั่ง,นครพนม,1423,0.0124,530,2684.91,
2558,มันฝรั่ง,สกลนคร,3329,0.0289,1119,2974.98,
2558,มันฝรั่ง,สกลนคร,6658,0.0265,2238,2974.98,
2557,มันฝรั่ง,สกลนคร,882,0.0099,287,3073.17,
2557,มะพร้าว,สกลนคร,83,1.0E-4,160,518.75,
2557,มันฝรั่ง,สกลนคร,882,0.0088,287,3073.17,
2557,มันฝรั่ง,นครพนม,328,0.0037,120,2733.33,
2557,มันฝรั่ง,นครพนม,328,0.0033,120,2733.33,
2557,มะพร้าว,นครพนม,7,0,11,636.36,
2562,มะพร้าว,สกลนคร,27,0,52,519.23,
2561,สับปะรด,นครพนม,19083,0.0085,4825,3955.03,
2561,สับปะรด,นครพนม,19083,0.0085,4825,3955.03,
2560,สับปะรด,นครพนม,27355,0.0117,6910,3958.76,
2560,สับปะรด,นครพนม,27355,0.0117,6910,3958.76,
2559,สับปะรด,นครพนม,16665,0.0083,4473,3725.69,
2559,สับปะรด,นครพนม,33330,0.0083,8946,3725.69,
2558,สับปะรด,นครพนม,10731,0.0059,2761,3886.64,
2558,สับปะรด,นครพนม,10731,0.005,2761,3886.64,
2557,สับปะรด,นครพนม,22736,0.0119,5684,4000,
2557,สับปะรด,นครพนม,22736,0.0119,5684,4000,
2561,กล้วยไม้,สกลนคร,78,0.0016,46,1695.65,
2561,มันสำปะหลัง,อำนาจเจริญ,343245,0.0117,96293,3564.59,
2561,มันสำปะหลัง,สกลนคร,333302,0.0113,105837,3149.2,
2561,มันสำปะหลัง,สกลนคร,333302,0.0113,105837,3149.2,
2561,มันสำปะหลัง,อำนาจเจริญ,343245,0.0117,96293,3564.59,
2561,กล้วยไม้,นครพนม,23,5.0E-4,13,1769.23,
2561,มันสำปะหลัง,นครพนม,59590,0.002,18797,3170.19,
2561,มันสำปะหลัง,นครพนม,59590,0.002,18797,3170.19,
2560,มันสำปะหลัง,สกลนคร,370380,0.0121,120077,3084.52,
2560,กล้วยไม้,สกลนคร,76,0.0017,40,1900,
2560,มันสำปะหลัง,สกลนคร,370380,0.0121,120077,3084.52,
2560,มันสำปะหลัง,นครพนม,96670,0.0032,29174,3313.57,
2560,กล้วยไม้,นครพนม,27,6.0E-4,15,1800,
2560,มันสำปะหลัง,นครพนม,96670,0.0032,29174,3313.57,
2560,มันสำปะหลัง,อำนาจเจริญ,317478,0.0104,88353,3593.29,
2560,มันสำปะหลัง,อำนาจเจริญ,317478,0.0104,88353,3593.29,
2559,มันสำปะหลัง,สกลนคร,402202,0.0129,127437,3156.08,
2559,มันสำปะหลัง,สกลนคร,402202,0.0129,127437,3156.08,
2559,กล้วยไม้,สกลนคร,102,0.0022,52,1961.54,
2559,มันสำปะหลัง,อำนาจเจริญ,219535,0.007,64453,3406.13,
2559,มันสำปะหลัง,อำนาจเจริญ,219535,0.007,64453,3406.13,
2559,กล้วยไม้,นครพนม,32,7.0E-4,15,2133.33,
2559,มันสำปะหลัง,นครพนม,117388,0.0038,36481,3217.78,
2559,มันสำปะหลัง,นครพนม,117388,0.0038,36481,3217.78,
2558,กล้วยไม้,นครพนม,29,6.0E-4,15,1933.33,
2558,มันสำปะหลัง,นครพนม,156671,0.0048,49388,3172.25,
2558,มันสำปะหลัง,นครพนม,156671,0.0048,49388,3172.25,
2558,กล้วยไม้,สกลนคร,100,0.002,50,2000,
2558,มันสำปะหลัง,สกลนคร,379540,0.0117,121240,3130.48,
2558,มันสำปะหลัง,อำนาจเจริญ,196269,0.0061,58532,3353.19,
2558,มันสำปะหลัง,อำนาจเจริญ,196269,0.0061,58532,3353.19,
2558,มันสำปะหลัง,สกลนคร,379540,0.0117,121240,3130.48,
2557,มันสำปะหลัง,สกลนคร,354281,0.0118,117129,3024.71,
2557,มันสำปะหลัง,อำนาจเจริญ,174586,0.0058,53067,3289.92,
2557,มันสำปะหลัง,อำนาจเจริญ,227653,0.0059,109731,2074.65,
2557,กล้วยไม้,สกลนคร,168,0.0034,91,1846.15,
2557,มันสำปะหลัง,สกลนคร,471410,0.0123,237500,1984.88,
2557,มันสำปะหลัง,นครพนม,197672,0.0051,97334,2030.86,
2557,มันสำปะหลัง,นครพนม,149899,0.005,47773,3137.73,
2561,ข้าวโพดเลี้ยงสัตว์,อำนาจเจริญ,565,1.0E-4,1870,302.14,
2561,ข้าวโพดเลี้ยงสัตว์,อำนาจเจริญ,565,0.001,1870,302.14,
2561,ข้าวนาปรัง,สกลนคร,45931,0.006,91530,501.81,
2561,ข้าวนาปรัง,อำนาจเจริญ,799,1.0E-4,1647,485.12,
2561,ข้าวโพดเลี้ยงสัตว์,สกลนคร,1170,2.0E-4,2273,514.74,
2561,ข้าวโพดเลี้ยงสัตว์,สกลนคร,1170,0.0021,2273,514.74,
2561,ข้าวนาปรัง,นครพนม,31935,0.0042,62481,511.12,
2561,ข้าวโพดเลี้ยงสัตว์,นครพนม,414,7.0E-4,735,563.27,
2561,ข้าวโพดเลี้ยงสัตว์,นครพนม,414,1.0E-4,735,563.27,
2560,ข้าวนาปรัง,สกลนคร,24795,0.0037,50276,493.18,
2560,ข้าวนาปรัง,นครพนม,31905,0.0048,65818,484.75,
2560,ข้าวนาปรัง,อำนาจเจริญ,346,1.0E-4,724,477.9,
2559,ข้าวนาปรัง,สกลนคร,9758,0.0031,22466,434.35,
2559,ข้าวนาปรัง,อำนาจเจริญ,633,2.0E-4,1326,477.38,
2559,ข้าวนาปรัง,นครพนม,22698,0.0073,50193,452.21,
2558,ข้าวนาปรัง,นครพนม,27108,0.0051,56417,480.49,
2558,ข้าวนาปรัง,อำนาจเจริญ,1892,4.0E-4,3902,484.88,
2558,ข้าวนาปรัง,สกลนคร,27191,0.0051,57051,476.61,
2557,ข้าวนาปรัง,สกลนคร,34723,0.0036,69962,496.31,
2557,ข้าวนาปรัง,นครพนม,29800,0.0031,65442,455.37,
2557,ข้าวนาปรัง,อำนาจเจริญ,3049,3.0E-4,6187,492.81,
2562,ข้าวโพดเลี้ยงสัตว์,อำนาจเจริญ,1321,3.0E-4,1881,702.29,
2562,ข้าวโพดเลี้ยงสัตว์,อำนาจเจริญ,1321,0.0021,1881,702.29,
2562,ข้าวนาปรัง,อำนาจเจริญ,1529,2.0E-4,3068,498.37,
2562,ข้าวโพดเลี้ยงสัตว์,สกลนคร,1282,0.002,1905,672.97,
2562,ข้าวนาปรัง,สกลนคร,46517,0.0065,91608,507.78,
2562,ข้าวโพดเลี้ยงสัตว์,สกลนคร,1282,3.0E-4,1905,672.97,
2562,ข้าวโพดเลี้ยงสัตว์,นครพนม,558,9.0E-4,812,687.19,
2562,ข้าวโพดเลี้ยงสัตว์,นครพนม,558,1.0E-4,812,687.19,
2562,ข้าวนาปรัง,นครพนม,34805,0.0049,65479,531.54,
2558,อ้อยโรงงาน,นครพนม,69232,6.0E-4,5706,12133.19,
2558,อ้อยโรงงาน,นครพนม,60622,6.0E-4,5006,12109.87,
2558,อ้อยโรงงาน,สกลนคร,635868,0.0059,55092,11541.93,
2558,อ้อยโรงงาน,อำนาจเจริญ,190617,0.0018,16327,11674.96,
2558,อ้อยโรงงาน,อำนาจเจริญ,199913,0.0019,17120,11677.16,
2558,อ้อยโรงงาน,สกลนคร,612127,0.0059,53101,11527.6,
2557,อ้อยโรงงาน,สกลนคร,659882,0.0059,57134,11549.73,
2557,อ้อยโรงงาน,อำนาจเจริญ,190617,0.0018,16327,11674.96,
2557,อ้อยโรงงาน,สกลนคร,612127,0.0059,53101,11527.6,
2557,อ้อยโรงงาน,อำนาจเจริญ,208864,0.0019,17891,11674.25,
2557,อ้อยโรงงาน,นครพนม,60622,6.0E-4,5006,12109.87,
2557,อ้อยโรงงาน,นครพนม,77990,7.0E-4,6425,12138.52,
2561,ยางพารา,ชุมพร,123081,0.0256,477060,258,
2560,ยางพารา,ชุมพร,124315,0.0276,486396,255.58,
2559,ยางพารา,ชุมพร,124392,0.0286,511308,243.28,
2558,ยางพารา,ชุมพร,129445,0.0293,516980,250.39,
2557,ยางพารา,ชุมพร,124140,0.0281,496978,249.79,
2562,ยางพารา,ชุมพร,120070,0.0239,467200,257,
2557,ส้มเขียวหวาน,ชุมพร,115,8.0E-4,73,1575.34,
2561,ข้าวนาปี,ชุมพร,448,1.0E-4,2903,2899.97,
2561,ข้าวนาปี,กรุงเทพมหานคร,1566,4.0E-4,42654,42629.8,
2560,ข้าวนาปี,ชุมพร,334,1.0E-4,2417,2480.94,
2560,ข้าวนาปี,กรุงเทพมหานคร,2185,5.0E-4,60418,62396.33,
2559,ข้าวนาปี,กรุงเทพมหานคร,58231,0.0023,88069,661.2,
2559,ข้าวนาปี,ชุมพร,1626,1.0E-4,3957,410.92,
2558,ข้าวนาปี,ชุมพร,2063,1.0E-4,5259,392.28,
2558,ข้าวนาปี,กรุงเทพมหานคร,53196,0.0022,78800,675.08,
2557,ข้าวนาปี,ชุมพร,2333,1.0E-4,6050,385.62,
2557,ข้าวนาปี,กรุงเทพมหานคร,64380,0.0025,96470,667.36,
2562,ข้าวนาปี,กรุงเทพมหานคร,58689,0.0023,86092,681.7,
2562,ข้าวนาปี,ชุมพร,1499,1.0E-4,3374,444.28,
2561,มะพร้าว,ชุมพร,155167,0.1811,91420,1697.3,
2557,มะพร้าว,ชุมพร,193237,0.1932,205764,939.12,
2562,มะพร้าว,ชุมพร,160021,0.1821,91757,1743.97,
